control_event_id,building_id,timestamp_start,timestamp_end,control_type,control_magnitude,trigger_type
CE_F531619EF099,BLDG_C85DFC431E68,2023-02-28 18:00:00,2023-02-28 20:00:47.721416,setpoint_adjustment,0.328,manual_override
CE_E21AFEF20212,BLDG_3EA6E790CB36,2023-04-03 19:00:00,2023-04-03 21:34:19.178763,setpoint_adjustment,0.11,manual_override
CE_74869E9069BF,BLDG_3EA6E790CB36,2023-10-24 20:00:00,2023-10-24 23:10:01.339713,setpoint_adjustment,0.213,weather_condition
CE_6718D282A18F,BLDG_3EA6E790CB36,2023-11-24 21:00:00,2023-11-25 00:56:19.453208,lighting_dimming,0.172,manual_override
CE_5BEABBC03CDD,BLDG_3EA6E790CB36,2023-07-22 11:00:00,2023-07-22 14:31:09.760546,setpoint_adjustment,0.132,tariff_response
CE_A6D7452FAF48,BLDG_3EA6E790CB36,2023-11-27 19:00:00,2023-11-27 21:20:12.266264,lighting_dimming,0.367,tariff_response
CE_88C85044345B,BLDG_3EA6E790CB36,2023-02-24 19:00:00,2023-02-24 22:54:45.560571,load_shedding,0.065,system_fault
CE_E8ED30BDBCAA,BLDG_3EA6E790CB36,2023-06-23 09:00:00,2023-06-23 12:57:51.668741,lighting_dimming,0.157,manual_override
CE_9CED16D00E90,BLDG_3EA6E790CB36,2023-07-12 10:00:00,2023-07-12 11:23:26.017050,hvac_reset,0.088,manual_override
CE_0DD5C1B0B48C,BLDG_3EA6E790CB36,2023-04-14 18:00:00,2023-04-14 21:54:08.957925,load_shedding,0.192,tariff_response
CE_4EB871DB0183,BLDG_3EA6E790CB36,2023-02-15 10:00:00,2023-02-15 12:20:50.043098,hvac_reset,0.295,manual_override
CE_3E0BCF935AA5,BLDG_3EA6E790CB36,2023-04-15 09:00:00,2023-04-15 12:57:57.387031,lighting_dimming,0.275,tariff_response
CE_8FA8D2C2DDAB,BLDG_3EA6E790CB36,2023-02-16 11:00:00,2023-02-16 13:28:16.471475,hvac_reset,0.395,tariff_response
CE_F501F2F49608,BLDG_3EA6E790CB36,2023-04-22 18:00:00,2023-04-22 20:59:03.111675,setpoint_adjustment,0.159,manual_override
CE_19DDE3789D0A,BLDG_3EA6E790CB36,2023-06-27 19:00:00,2023-06-27 20:02:13.959017,load_shedding,0.249,manual_override
CE_E537DF21DCB5,BLDG_3EA6E790CB36,2023-08-30 21:00:00,2023-08-30 23:31:49.219140,load_shedding,0.202,manual_override
CE_49C77D7460F6,BLDG_3EA6E790CB36,2023-08-03 18:00:00,2023-08-03 18:42:27.405680,load_shedding,0.336,weather_condition
CE_EFA21D85B0F6,BLDG_3EA6E790CB36,2023-08-28 19:00:00,2023-08-28 20:06:31.861906,lighting_dimming,0.324,weather_condition
CE_C873CE3598A7,BLDG_3EA6E790CB36,2023-05-09 09:00:00,2023-05-09 10:19:25.972133,setpoint_adjustment,0.285,tariff_response
CE_452E5D22F1A4,BLDG_3EA6E790CB36,2023-10-31 11:00:00,2023-10-31 14:19:38.519255,lighting_dimming,0.169,weather_condition
CE_0E18300CC10E,BLDG_3EA6E790CB36,2023-08-25 11:00:00,2023-08-25 12:02:01.998507,setpoint_adjustment,0.298,tariff_response
CE_3294D5EF6ECC,BLDG_3EA6E790CB36,2023-12-24 20:00:00,2023-12-24 23:58:47.861390,setpoint_adjustment,0.193,system_fault
CE_BFE65E888379,BLDG_3EA6E790CB36,2023-11-12 19:00:00,2023-11-12 21:34:43.624957,hvac_reset,0.114,weather_condition
CE_DD86A0E09D3C,BLDG_3EA6E790CB36,2023-12-03 20:00:00,2023-12-03 23:23:14.324803,load_shedding,0.144,tariff_response
CE_AA1A94A9BBC3,BLDG_3EA6E790CB36,2023-10-13 10:00:00,2023-10-13 10:32:48.121295,setpoint_adjustment,0.249,weather_condition
CE_20CBAC4BF7A7,BLDG_3EA6E790CB36,2023-06-10 11:00:00,2023-06-10 13:45:10.717268,setpoint_adjustment,0.079,weather_condition
CE_5DA663C31CB6,BLDG_3EA6E790CB36,2023-08-31 11:00:00,2023-08-31 12:28:41.469409,hvac_reset,0.225,weather_condition
CE_87949B6A443F,BLDG_3EA6E790CB36,2023-04-16 18:00:00,2023-04-16 19:41:47.992555,load_shedding,0.279,system_fault
CE_55AEBE1363BF,BLDG_3EA6E790CB36,2023-10-17 20:00:00,2023-10-17 23:25:55.433877,hvac_reset,0.383,weather_condition
CE_4248FB28AC83,BLDG_3EA6E790CB36,2023-12-30 18:00:00,2023-12-30 19:40:18.816547,hvac_reset,0.14,manual_override
CE_CDB401FBB603,BLDG_3EA6E790CB36,2023-04-16 18:00:00,2023-04-16 18:50:14.188356,setpoint_adjustment,0.264,tariff_response
CE_D904767B00BE,BLDG_BB96B7FB1456,2023-11-05 10:00:00,2023-11-05 10:47:20.241464,lighting_dimming,0.168,manual_override
CE_9B3017F5C350,BLDG_BB96B7FB1456,2023-07-05 21:00:00,2023-07-05 23:04:19.554534,lighting_dimming,0.273,manual_override
CE_D1B073DF021B,BLDG_BB96B7FB1456,2023-01-17 11:00:00,2023-01-17 13:22:39.524405,setpoint_adjustment,0.221,tariff_response
CE_8CE0495AE07C,BLDG_BB96B7FB1456,2023-11-14 10:00:00,2023-11-14 12:24:00.265637,setpoint_adjustment,0.101,system_fault
CE_2C7F73F5F46F,BLDG_BB96B7FB1456,2023-07-21 20:00:00,2023-07-21 23:10:03.020211,load_shedding,0.064,system_fault
CE_8C3643941B1C,BLDG_BB96B7FB1456,2023-05-22 19:00:00,2023-05-22 21:31:15.128177,load_shedding,0.305,weather_condition
CE_FE3926D66BC1,BLDG_BB96B7FB1456,2023-02-11 09:00:00,2023-02-11 12:13:59.899614,hvac_reset,0.378,tariff_response
CE_2A7DC6340322,BLDG_BB96B7FB1456,2023-11-25 20:00:00,2023-11-25 21:58:35.779904,setpoint_adjustment,0.276,system_fault
CE_602EDA738FFC,BLDG_BB96B7FB1456,2023-12-09 11:00:00,2023-12-09 12:33:23.954225,lighting_dimming,0.349,tariff_response
CE_B57229C9E138,BLDG_BB96B7FB1456,2023-08-08 11:00:00,2023-08-08 12:29:26.619050,lighting_dimming,0.268,weather_condition
CE_B52EBCA159EF,BLDG_BB96B7FB1456,2023-10-01 20:00:00,2023-10-01 22:52:02.864364,load_shedding,0.29,tariff_response
CE_312C126D2B03,BLDG_BB96B7FB1456,2023-06-17 11:00:00,2023-06-17 11:50:18.584497,lighting_dimming,0.179,weather_condition
CE_3B7BE1CC4490,BLDG_BB96B7FB1456,2023-02-26 09:00:00,2023-02-26 11:29:26.193896,load_shedding,0.302,system_fault
CE_5CD765B468EB,BLDG_BB96B7FB1456,2023-12-11 11:00:00,2023-12-11 11:37:57.764152,load_shedding,0.364,system_fault
CE_F3959760EF48,BLDG_BB96B7FB1456,2023-12-14 18:00:00,2023-12-14 18:48:21.595705,load_shedding,0.388,manual_override
CE_DCB9E76F22BD,BLDG_BB96B7FB1456,2023-09-29 11:00:00,2023-09-29 12:51:38.658444,hvac_reset,0.202,system_fault
CE_7E8E02B809B0,BLDG_BB96B7FB1456,2023-02-04 18:00:00,2023-02-04 18:54:37.171345,hvac_reset,0.143,manual_override
CE_41DB93AA4B05,BLDG_BB96B7FB1456,2023-02-13 20:00:00,2023-02-13 21:07:24.143554,hvac_reset,0.17,manual_override
CE_B8E46B6F2407,BLDG_BB96B7FB1456,2023-07-28 10:00:00,2023-07-28 11:16:33.448302,setpoint_adjustment,0.254,system_fault
CE_2C50796B1EEB,BLDG_BB96B7FB1456,2023-05-13 18:00:00,2023-05-13 19:33:53.339561,setpoint_adjustment,0.093,system_fault
CE_6837FB703978,BLDG_BB96B7FB1456,2023-04-26 10:00:00,2023-04-26 11:03:18.352543,load_shedding,0.303,weather_condition
CE_42D7AE0AE034,BLDG_BB96B7FB1456,2023-04-22 11:00:00,2023-04-22 13:15:04.102538,setpoint_adjustment,0.145,tariff_response
CE_29435480DE70,BLDG_2137A5E3B876,2023-08-14 10:00:00,2023-08-14 13:20:03.878274,hvac_reset,0.102,system_fault
CE_D93D50942AE5,BLDG_2137A5E3B876,2023-06-06 18:00:00,2023-06-06 21:09:35.620761,setpoint_adjustment,0.199,tariff_response
CE_CBD942853381,BLDG_2137A5E3B876,2023-03-11 09:00:00,2023-03-11 10:58:11.141093,setpoint_adjustment,0.057,system_fault
CE_98EE59DFA0BA,BLDG_2137A5E3B876,2023-10-26 21:00:00,2023-10-26 23:49:32.776402,load_shedding,0.267,weather_condition
CE_5597548990CC,BLDG_2137A5E3B876,2023-12-12 18:00:00,2023-12-12 20:06:02.407121,load_shedding,0.392,weather_condition
CE_C74D9431E3F0,BLDG_2137A5E3B876,2023-06-03 11:00:00,2023-06-03 12:32:32.951426,lighting_dimming,0.222,manual_override
CE_D462D10ADC41,BLDG_2137A5E3B876,2023-01-29 19:00:00,2023-01-29 20:43:11.414842,setpoint_adjustment,0.22,weather_condition
CE_C3CA0C274997,BLDG_2137A5E3B876,2023-12-22 21:00:00,2023-12-22 23:04:45.618068,setpoint_adjustment,0.369,tariff_response
CE_DBB23E33BE21,BLDG_2137A5E3B876,2023-05-16 09:00:00,2023-05-16 12:01:17.626415,load_shedding,0.148,manual_override
CE_0C436B92D4E4,BLDG_2137A5E3B876,2023-02-15 11:00:00,2023-02-15 13:48:04.722535,lighting_dimming,0.066,tariff_response
CE_C0741DD93B6D,BLDG_2137A5E3B876,2023-02-17 09:00:00,2023-02-17 12:28:07.172842,setpoint_adjustment,0.24,weather_condition
CE_21CA70FA373A,BLDG_2137A5E3B876,2023-06-20 10:00:00,2023-06-20 10:48:51.643064,setpoint_adjustment,0.264,weather_condition
CE_B81A73980F6F,BLDG_2137A5E3B876,2023-08-29 19:00:00,2023-08-29 20:19:25.684988,setpoint_adjustment,0.202,manual_override
CE_7079E490C57E,BLDG_2137A5E3B876,2023-05-27 19:00:00,2023-05-27 19:57:14.459538,lighting_dimming,0.258,weather_condition
CE_204342E6162A,BLDG_2137A5E3B876,2023-03-26 20:00:00,2023-03-26 21:59:13.711570,setpoint_adjustment,0.1,tariff_response
CE_72E0C878F317,BLDG_2137A5E3B876,2023-03-04 09:00:00,2023-03-04 09:33:30.049207,hvac_reset,0.222,manual_override
CE_2EE92082025A,BLDG_2137A5E3B876,2023-11-22 19:00:00,2023-11-22 21:51:14.058903,load_shedding,0.376,system_fault
CE_801CE537B93E,BLDG_2137A5E3B876,2023-05-10 20:00:00,2023-05-10 23:35:03.573857,lighting_dimming,0.379,system_fault
CE_05F3AD5BCF9B,BLDG_22A30FDCEC09,2023-10-03 09:00:00,2023-10-03 12:44:49.586395,hvac_reset,0.245,tariff_response
CE_FFA104D4515A,BLDG_22A30FDCEC09,2023-11-17 21:00:00,2023-11-17 22:08:16.962716,lighting_dimming,0.115,weather_condition
CE_7ED64F61E7EE,BLDG_22A30FDCEC09,2023-09-09 18:00:00,2023-09-09 21:49:08.434467,lighting_dimming,0.231,weather_condition
CE_9138EAC602A4,BLDG_22A30FDCEC09,2023-05-06 09:00:00,2023-05-06 12:57:21.540601,lighting_dimming,0.291,tariff_response
CE_DF771F3BD6EF,BLDG_22A30FDCEC09,2023-08-12 09:00:00,2023-08-12 11:14:53.376234,hvac_reset,0.237,tariff_response
CE_488E69E8AAD3,BLDG_22A30FDCEC09,2023-06-22 21:00:00,2023-06-23 00:19:39.166128,load_shedding,0.275,tariff_response
CE_7E768934DB7C,BLDG_22A30FDCEC09,2023-08-22 11:00:00,2023-08-22 13:55:55.588416,lighting_dimming,0.115,weather_condition
CE_5B41A629329B,BLDG_22A30FDCEC09,2023-07-03 21:00:00,2023-07-03 23:04:14.623895,setpoint_adjustment,0.093,manual_override
CE_0636ACA5229C,BLDG_22A30FDCEC09,2023-01-14 09:00:00,2023-01-14 11:29:16.827921,lighting_dimming,0.289,weather_condition
CE_04BE06A1A81E,BLDG_22A30FDCEC09,2023-03-04 09:00:00,2023-03-04 09:57:08.000156,setpoint_adjustment,0.184,weather_condition
CE_D8F9C66BB698,BLDG_22A30FDCEC09,2023-02-21 11:00:00,2023-02-21 11:31:35.661235,hvac_reset,0.231,tariff_response
CE_12A8EA45A778,BLDG_22A30FDCEC09,2023-09-15 21:00:00,2023-09-15 22:10:25.604034,load_shedding,0.276,weather_condition
CE_D4950E7844EE,BLDG_F090925C23CB,2023-09-02 18:00:00,2023-09-02 18:33:49.310832,hvac_reset,0.323,system_fault
CE_DC721C96FEDA,BLDG_F090925C23CB,2023-09-24 11:00:00,2023-09-24 12:18:59.942948,setpoint_adjustment,0.279,manual_override
CE_B55A4A9D6D31,BLDG_F090925C23CB,2023-08-16 19:00:00,2023-08-16 22:37:51.712341,setpoint_adjustment,0.311,weather_condition
CE_259B6A4AA9A7,BLDG_F090925C23CB,2023-11-14 18:00:00,2023-11-14 21:45:40.285155,setpoint_adjustment,0.291,manual_override
CE_411C8BFF6672,BLDG_F090925C23CB,2023-04-22 09:00:00,2023-04-22 10:58:21.775132,setpoint_adjustment,0.321,weather_condition
CE_5E9643CF2517,BLDG_F090925C23CB,2023-10-09 10:00:00,2023-10-09 12:20:07.755517,setpoint_adjustment,0.195,weather_condition
CE_F74F915797CB,BLDG_F090925C23CB,2023-04-20 10:00:00,2023-04-20 12:52:36.627433,hvac_reset,0.326,tariff_response
CE_751EA53C4171,BLDG_F090925C23CB,2023-06-27 19:00:00,2023-06-27 20:59:59.622059,load_shedding,0.292,weather_condition
CE_99C30E77F627,BLDG_F090925C23CB,2023-06-28 21:00:00,2023-06-28 22:19:00.719352,lighting_dimming,0.364,system_fault
CE_F65E386A1BD0,BLDG_F090925C23CB,2023-08-02 10:00:00,2023-08-02 13:26:27.322478,load_shedding,0.157,weather_condition
CE_628A3A5B0517,BLDG_F090925C23CB,2023-08-13 18:00:00,2023-08-13 19:15:59.672041,hvac_reset,0.145,weather_condition
CE_8AE4E6F97AC9,BLDG_F090925C23CB,2023-11-29 10:00:00,2023-11-29 12:46:38.266997,setpoint_adjustment,0.175,manual_override
CE_A3DADB638D9F,BLDG_F090925C23CB,2023-07-14 21:00:00,2023-07-14 22:04:56.467854,load_shedding,0.091,system_fault
CE_FCF791D05DD2,BLDG_F090925C23CB,2023-11-05 11:00:00,2023-11-05 11:57:42.473805,setpoint_adjustment,0.109,system_fault
CE_C5984A342D19,BLDG_F090925C23CB,2023-03-19 10:00:00,2023-03-19 10:55:21.396129,lighting_dimming,0.069,tariff_response
CE_02929D81E66C,BLDG_F090925C23CB,2023-04-16 19:00:00,2023-04-16 20:40:12.466898,setpoint_adjustment,0.099,tariff_response
CE_8822139281C8,BLDG_F090925C23CB,2023-05-21 21:00:00,2023-05-21 22:00:03.528056,lighting_dimming,0.256,tariff_response
CE_70ED6C2628B5,BLDG_F090925C23CB,2023-07-07 11:00:00,2023-07-07 13:33:30.659328,setpoint_adjustment,0.303,tariff_response
CE_DAEFC55FCA5C,BLDG_F090925C23CB,2023-06-07 20:00:00,2023-06-07 22:52:28.677911,lighting_dimming,0.1,tariff_response
CE_C1F1A9E9DD7D,BLDG_F090925C23CB,2023-06-30 21:00:00,2023-06-30 23:17:05.938080,setpoint_adjustment,0.219,system_fault
CE_CF1A06A3F5D0,BLDG_F090925C23CB,2023-03-09 11:00:00,2023-03-09 14:02:24.348969,setpoint_adjustment,0.09,weather_condition
CE_602D0EACD4E2,BLDG_F090925C23CB,2023-05-29 20:00:00,2023-05-29 22:25:42.560756,lighting_dimming,0.338,tariff_response
CE_4E20E0C833C6,BLDG_F090925C23CB,2023-08-19 09:00:00,2023-08-19 11:53:36.231206,lighting_dimming,0.354,weather_condition
CE_353D638CF5B4,BLDG_F090925C23CB,2023-06-21 18:00:00,2023-06-21 19:26:34.775818,load_shedding,0.127,tariff_response
CE_456E6145DF10,BLDG_F090925C23CB,2023-05-21 21:00:00,2023-05-21 21:51:38.572693,hvac_reset,0.201,weather_condition
CE_08013F9F5768,BLDG_F090925C23CB,2023-12-03 19:00:00,2023-12-03 21:09:29.280420,load_shedding,0.304,weather_condition
CE_0E008A758AB0,BLDG_F090925C23CB,2023-03-09 19:00:00,2023-03-09 21:23:12.470198,setpoint_adjustment,0.27,system_fault
CE_5FCECEDBBEFB,BLDG_F090925C23CB,2023-01-05 10:00:00,2023-01-05 12:07:55.936527,load_shedding,0.216,system_fault
CE_E3CED114D5A7,BLDG_F090925C23CB,2023-09-27 10:00:00,2023-09-27 12:11:08.793347,load_shedding,0.283,weather_condition
CE_69A28B8ADF27,BLDG_B6C414BCBB68,2023-10-18 10:00:00,2023-10-18 11:38:39.376473,lighting_dimming,0.259,system_fault
CE_740C844EF6BE,BLDG_B6C414BCBB68,2023-01-02 18:00:00,2023-01-02 19:13:30.901254,load_shedding,0.248,weather_condition
CE_FF30EEB6E476,BLDG_B6C414BCBB68,2023-07-27 09:00:00,2023-07-27 11:52:40.375107,lighting_dimming,0.229,weather_condition
CE_B3B27C58E80A,BLDG_B6C414BCBB68,2023-01-30 19:00:00,2023-01-30 22:25:25.489702,setpoint_adjustment,0.345,manual_override
CE_BD49C71C1695,BLDG_B6C414BCBB68,2023-03-28 09:00:00,2023-03-28 12:16:04.694306,lighting_dimming,0.234,system_fault
CE_05CBC630E7E6,BLDG_B6C414BCBB68,2023-08-04 21:00:00,2023-08-04 22:27:46.476124,hvac_reset,0.372,weather_condition
CE_910CE750EE37,BLDG_B6C414BCBB68,2023-09-19 19:00:00,2023-09-19 20:56:57.122827,setpoint_adjustment,0.281,tariff_response
CE_7B25D4954144,BLDG_B6C414BCBB68,2023-08-08 09:00:00,2023-08-08 12:12:42.662525,hvac_reset,0.316,weather_condition
CE_3731F954CEBC,BLDG_B6C414BCBB68,2023-01-25 11:00:00,2023-01-25 14:28:01.409046,lighting_dimming,0.31,weather_condition
CE_E2437FC547B6,BLDG_B6C414BCBB68,2023-08-15 11:00:00,2023-08-15 12:13:36.686681,hvac_reset,0.076,tariff_response
